,0
AAPL,432.363377167482
ADBE,88.1163358357858
AMD,730.5899621928664
AMGN,30.753461714096826
AMZN,130.76418697415176
CMCSA,38.24367756748442
CSCO,25.60349122929448
GILD,118.81315250041565
GOOG,72.35095998587745
GOOGL,72.05646964305765
INTC,22.001205471503848
META,138.87174472439673
MSFT,54.68022655499628
NFLX,571.1752454130612
NVDA,565.6618174543859
PEP,16.02872989280711
PYPL,148.67197940031664
QCOM,46.89165569059388
SBUX,95.77808860068075
TSLA,2491.7902187303544
